row_id,code_id,q_id,split,sample_index,sample_seed,erased_indices,erased_count,peeling_residual,residual_size,stopping_failure,erased_rank,ambiguity_dim,rank_failure
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,31,365806390,"[1, 9, 10]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,32,366806393,"[5, 19]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,33,367806396,"[2, 14, 17]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,34,368806399,"[1, 4, 8, 12]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,35,369806402,"[3, 6, 10, 11, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,36,370806405,"[6, 21]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,37,371806408,"[1, 9, 11, 14]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,38,372806411,"[2, 4, 19, 20]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,39,373806414,"[3, 4, 8, 16, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,40,374806417,"[3, 11, 14, 17, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,41,375806420,"[3, 13, 16, 22]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,42,376806423,"[12, 15, 17]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,43,377806426,"[2, 8, 16]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,44,378806429,[0],1,[],0,0,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,45,379806432,"[7, 13, 17]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,46,380806435,"[3, 4, 6, 7, 14, 15, 22]",7,[],0,0,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,47,381806438,"[1, 2, 4, 16, 18]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,48,382806441,"[8, 12, 23]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,49,383806444,"[7, 21, 23]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,50,384806447,"[7, 12, 13, 15, 18]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,51,385806450,"[3, 7, 14, 19, 22]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,52,386806453,"[14, 20]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,53,387806456,"[3, 5, 8, 11, 17, 19, 20]",7,[],0,0,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,54,388806459,"[0, 4, 5, 7, 11, 15, 17, 18, 20, 22]",10,"[0, 4, 7, 11, 15, 17, 20, 22]",8,1,9,1,1
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,55,389806462,"[4, 7, 16]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,56,390806465,"[1, 9, 13, 16, 18]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,57,391806468,"[4, 8, 10, 18, 20, 21]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,58,392806471,"[2, 15]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,59,393806474,"[3, 6, 10]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,60,394806477,"[1, 7, 19]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,61,395806480,"[1, 6, 7, 13, 16, 18]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,62,396806483,"[5, 9, 13]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,63,397806486,"[0, 2, 12, 14, 15, 16, 17, 18]",8,[],0,0,8,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,64,398806489,"[5, 6]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,65,399806492,"[0, 1, 4, 10, 12, 14, 23]",7,[],0,0,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,66,400806495,"[0, 7, 16, 22]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,67,401806498,"[1, 7, 10, 21]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,68,402806501,"[1, 11, 22, 23]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,69,403806504,"[1, 5, 10, 17]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,70,404806507,"[8, 9, 10, 11, 12, 14, 21]",7,"[9, 10, 11, 12, 14, 21]",6,1,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,71,405806510,"[8, 9, 10, 18, 19, 21]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,72,406806513,"[3, 7, 10, 12, 14]",5,"[3, 7, 10, 12]",4,1,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,73,407806516,"[8, 15, 21, 23]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,74,408806519,"[19, 23]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,75,409806522,"[6, 11, 14, 15]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,76,410806525,"[0, 1, 7, 10, 16]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,77,411806528,"[3, 13, 15, 19]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,78,412806531,"[1, 5, 6, 15, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,79,413806534,"[14, 15, 16]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,80,414806537,"[0, 1, 6, 12, 22]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,81,415806540,"[0, 1, 5, 6, 12, 13, 15, 23]",8,"[1, 12, 13, 23]",4,1,8,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,82,416806543,"[3, 4, 15, 19]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,83,417806546,"[6, 16, 20]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,84,418806549,"[3, 6, 7, 18]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,85,419806552,"[6, 12, 15]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,86,420806555,"[6, 7, 15, 18]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,87,421806558,"[8, 14, 17]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,88,422806561,"[4, 9, 12, 18, 19]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,89,423806564,"[0, 7, 20]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,90,424806567,"[3, 9, 12, 14, 18, 21, 22]",7,"[3, 21]",2,1,6,1,1
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,91,425806570,"[2, 3, 8, 13, 15, 20, 21, 22, 23]",9,"[3, 21]",2,1,8,1,1
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,92,426806573,"[4, 12, 13]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,93,427806576,[18],1,[],0,0,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,94,428806579,"[5, 8, 12, 13, 15, 17]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,95,429806582,"[11, 13, 15, 20]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,96,430806585,"[0, 1, 2, 6, 7, 17, 20]",7,"[2, 6, 17]",3,1,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,97,431806588,"[0, 2, 4, 16, 18]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,98,432806591,"[14, 17, 18]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,99,433806594,"[2, 3, 7, 8, 16, 19]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,100,434806597,"[2, 8, 13]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,101,435806600,"[5, 6, 9]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,102,436806603,"[0, 4, 5, 18, 22]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,103,437806606,"[5, 8, 12, 18]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,104,438806609,"[0, 7, 10, 21]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,105,439806612,"[0, 8, 16, 19]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,106,440806615,"[7, 19]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,107,441806618,"[0, 1, 2, 13, 20]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,108,442806621,"[8, 15, 21, 22, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,109,443806624,"[1, 5, 7, 13, 14, 23]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,110,444806627,"[10, 18, 19, 20]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,111,445806630,"[7, 10, 11, 12]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,112,446806633,"[7, 9, 10, 16, 19]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,113,447806636,"[0, 3, 14]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,114,448806639,"[7, 9, 11, 23]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,115,449806642,"[3, 5, 8, 14, 22]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,116,450806645,"[3, 6, 16, 20]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,117,451806648,"[2, 3, 4, 20]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,118,452806651,"[0, 2, 7, 11, 12, 14, 18, 21]",8,[],0,0,8,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,119,453806654,"[9, 11, 14, 20]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,120,454806657,"[2, 17, 20]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,121,455806660,"[0, 4, 13]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,122,456806663,"[1, 6, 7, 12, 18, 20]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,123,457806666,"[4, 14, 15]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,124,458806669,"[1, 3, 9, 10, 16, 21, 22]",7,"[3, 21]",2,1,6,1,1
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,125,459806672,"[8, 11, 22, 23]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,126,460806675,"[2, 17, 18]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,127,461806678,"[1, 3, 11, 15, 17, 20, 23]",7,[],0,0,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,128,462806681,"[1, 2, 3, 7, 10, 14, 20]",7,[],0,0,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,129,463806684,"[9, 13, 17, 21]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,130,464806687,"[6, 11]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,131,465806690,"[3, 7, 8, 9, 10, 12, 14, 16, 20]",9,"[3, 7, 10, 12]",4,1,9,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,132,466806693,"[3, 4, 9, 12, 21]",5,"[3, 21]",2,1,4,1,1
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,133,467806696,"[5, 8, 13, 14, 17, 20]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,134,468806699,"[1, 9]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,135,469806702,"[0, 1]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,136,470806705,"[4, 10, 17, 18, 19]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,137,471806708,"[7, 10, 13, 17, 20, 23]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,138,472806711,"[7, 15, 21, 23]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,139,473806714,"[6, 12]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,140,474806717,"[0, 2, 12, 16, 17, 21]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,141,475806720,"[3, 5, 6]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,142,476806723,"[0, 12, 13, 20]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,143,477806726,"[5, 22]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,144,478806729,"[4, 5, 7, 11, 20, 22]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,145,479806732,"[2, 7, 8, 21, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,146,480806735,"[0, 7, 20, 22]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,147,481806738,"[0, 2, 12, 16]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,148,482806741,"[0, 2, 12, 14, 22]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,149,483806744,"[6, 8, 12, 13, 14, 17, 19, 21, 23]",9,"[12, 13, 14, 17, 23]",5,1,9,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,150,484806747,"[8, 9, 11, 16, 18, 20]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,151,485806750,"[6, 7, 9, 16, 17, 19]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,152,486806753,[8],1,[],0,0,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,153,487806756,"[8, 14, 19, 21]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,154,488806759,"[6, 7, 8, 9, 18, 22]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,155,489806762,"[3, 23]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,156,490806765,"[4, 5, 9, 20, 22]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,157,491806768,"[12, 19, 22, 23]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,158,492806771,"[6, 20, 22]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,159,493806774,"[5, 7, 20]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,160,494806777,"[0, 7, 22]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,161,495806780,"[3, 14, 17, 21]",4,"[3, 21]",2,1,3,1,1
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,162,496806783,"[15, 20]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,163,497806786,"[9, 10, 15, 17, 19, 21]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,164,498806789,"[8, 10, 11, 17, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,165,499806792,"[1, 9, 11, 18, 21]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,166,500806795,"[20, 23]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,167,501806798,[11],1,[],0,0,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,168,502806801,"[0, 1, 5, 8, 9]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,169,503806804,"[4, 9, 20]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,170,504806807,"[0, 3, 4, 22]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,171,505806810,"[3, 4, 7, 8, 15, 18, 20]",7,[],0,0,7,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,172,506806813,[11],1,[],0,0,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,173,507806816,"[2, 4, 6, 9, 16]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,174,508806819,"[5, 13]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,175,509806822,"[10, 17, 23]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,176,510806825,"[0, 13, 18, 21, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,177,511806828,"[7, 16, 18]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,178,512806831,"[4, 6, 10]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,179,513806834,"[3, 8, 15]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,180,514806837,"[8, 10, 16]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,181,515806840,"[3, 19, 21, 22]",4,"[3, 21]",2,1,3,1,1
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,182,516806843,"[2, 9, 12, 18, 21, 22]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,183,517806846,"[1, 9, 11, 13, 14, 22]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,184,518806849,"[3, 4, 6, 7, 10, 21, 22]",7,"[3, 21]",2,1,6,1,1
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,185,519806852,"[2, 10, 13, 18]",4,[],0,0,4,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,186,520806855,"[6, 14]",2,[],0,0,2,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,187,521806858,[20],1,[],0,0,1,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,188,522806861,"[0, 1, 3, 7, 10]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,189,523806864,"[1, 5, 9, 11, 18, 19]",6,[],0,0,6,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,190,524806867,"[5, 8, 10, 18, 23]",5,[],0,0,5,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,191,525806870,"[3, 17, 20]",3,[],0,0,3,0,0
code_n24_k12_cw3_000_q00,code_n24_k12_cw3_000,q00,train,192,526806873,"[4, 10]",2,[],0,0,2,0,0
